type,hub,capacity_tonPerDay,fixed_usdPerTonPerDay,capital_usdPerTonPerDay,kWh_perTon,ng_mmbtu_per_tonH2,variable_usdPerTon,co2_emissions_per_h2_tons,can_ccs1,can_ccs2,utilization,water_L_perTon,loss_percent
smr-CCS,trinityCA,0,0,0,1912,153,0,0,1,1,0.9,68900,0.1
