startHub,endHub,road_geometry
fortWorth,waco,"LINESTRING (-97.332623 32.75299599999999, -97.319852 32.750741000000005, -97.318698 32.55124600000002, -97.301309 32.51113299999999, -97.208734 32.389026999999984, -97.093481 32.05563199999999, -97.09593600000001 32.00421, -97.119466 31.967472999999984, -97.081434 31.877400999999985, -97.102822 31.792002999999994, -97.095702 31.62856000000001, -97.11042 31.584386999999975, -97.146778 31.549416999999995)"
freeport,brazoria,"LINESTRING (-95.359698 28.954035999999974, -95.373713 28.957954000000033, -95.37076000000002 28.970835999999995, -95.386073 29.000937, -95.403064 29.009556999999987, -95.419234 29.01007, -95.429343 29.01379400000001, -95.439987 29.03016300000001, -95.45381900000001 29.040565000000015, -95.455642 29.054200000000016, -95.451838 29.066207000000013, -95.451111 29.118635000000012, -95.452995 29.17895000000001, -95.450548 29.183825000000002, -95.464302 29.195713000000016, -95.470489 29.19016400000001, -95.484721 29.190482, -95.49952000000002 29.181846000000014)"
killeen,abilene,"LINESTRING (-97.727839 31.11700699999999, -97.857023 31.121130000000008, -97.900358 31.096175000000027, -98.035924 31.07742799999999, -98.06879 31.05598100000002, -98.099342 31.050739999999998, -98.181991 31.06381599999999, -98.187423 31.084558, -98.312563 31.139824, -98.381023 31.194023999999995, -98.486079 31.316122000000007, -98.51131 31.359768000000006, -98.558861 31.40156300000001, -98.57433400000001 31.462619999999994, -98.569401 31.477726000000004, -98.585237 31.512869999999992, -98.664454 31.559492000000002, -98.703109 31.610774000000006, -98.802561 31.68400999999998, -98.945335 31.742469999999976, -99.016965 31.72085199999999, -99.13438 31.716699000000006, -99.337063 31.744639000000006, -99.357748 31.777392999999993, -99.41279 31.824170000000006, -99.426703 31.856153000000027, -99.446501 31.86106900000001, -99.481702 31.89128400000001, -99.534404 31.951784000000004, -99.589009 31.996081000000007, -99.65231 32.020347, -99.743068 32.135032999999986, -99.759293 32.22930099999999, -99.75779 32.306629, -99.742264 32.34514599999999, -99.74213300000001 32.38260899999998, -99.757895 32.402167999999996, -99.747886 32.44645199999999)"
elPaso,vanHorn,"LINESTRING (-106.441113 31.786562000000007, -106.440725 31.800507999999997, -106.440704 31.77718000000001, -106.400225 31.781857, -106.324522 31.739383, -106.245405 31.666584, -106.120807 31.506190000000004, -105.92496800000002 31.38135999999999, -105.87917500000002 31.329219000000002, -105.79947 31.27740399999999, -105.785698 31.235677000000017, -105.709993 31.178121000000008, -105.658359 31.171079000000013, -105.591474 31.196919000000005, -105.531349 31.193002000000014, -105.484449 31.217500000000012, -105.452663 31.198470000000004, -105.052396 31.089121, -104.90131600000001 31.03873599999998, -104.833297 31.036195000000003, -104.831587 31.04297499999998)"
brownsville,laredo,"LINESTRING (-97.488956 25.913883999999996, -97.534532 26.031371999999994, -97.60253 26.1082, -97.718341 26.188573999999992, -97.935287 26.151366999999997, -98.184141 26.207147000000013, -98.217581 26.187836000000008, -98.332285 26.201892000000015, -98.365364 26.23239699999999, -98.506269 26.247856, -98.806007 26.378443999999995, -98.874531 26.37288700000002, -98.941539 26.407193999999997, -99.01367700000002 26.403205999999997, -99.029888 26.459796999999995, -99.088431 26.52633400000002, -99.127786 26.791129, -99.2522 26.864631999999993, -99.306194 26.943143999999993, -99.33995800000001 26.951433, -99.436614 27.040243000000004, -99.421981 27.275187000000027, -99.480186 27.406920000000003, -99.46884700000001 27.502112999999994, -99.496852 27.52370100000001)"
sonora,sanAntonio,"LINESTRING (-100.643031 30.566985999999986, -100.636217 30.559757999999984, -100.579 30.57153699999999, -100.52205300000001 30.563027000000005, -100.27319900000002 30.455975000000002, -100.210509 30.443250000000017, -100.013555 30.496375000000015, -99.930747 30.499784000000002, -99.898923 30.518749000000014, -99.852491 30.527758, -99.77894 30.51058099999998, -99.740802 30.48712700000001, -99.709973 30.435397999999985, -99.658199 30.405084000000006, -99.624573 30.396880000000028, -99.569511 30.318100000000015, -99.543631 30.299144000000005, -99.379999 30.204005000000013, -99.243796 30.164497999999995, -99.224913 30.128578999999995, -99.135618 30.074124999999988, -99.05698 30.067513, -99.035344 30.05380900000002, -99.010736 30.052161000000016, -98.896893 29.976541000000005, -98.884498 29.952645000000008, -98.825872 29.910935000000006, -98.791015 29.86721499999998, -98.755887 29.820717999999992, -98.749064 29.788481999999988, -98.664292 29.717549999999985, -98.613783 29.634903000000026, -98.584856 29.549363, -98.557035 29.525681000000002, -98.544744 29.487793000000032, -98.517176 29.473964999999996, -98.514733 29.44288999999999, -98.495383 29.424529999999994)"
orange,beaumont,"LINESTRING (-93.903742 30.122599999999977, -93.904741 30.121211999999975, -93.90785 30.120615000000004, -93.907351 30.105180000000008, -93.903531 30.104622, -93.883278 30.11380099999998, -93.880549 30.117040999999993, -93.882794 30.13022700000001, -93.907284 30.130971000000006, -93.969028 30.12939, -94.001166 30.135583000000018, -94.00702 30.13553500000001, -94.018948 30.129873999999994, -94.066295 30.098399000000015, -94.074782 30.09552900000001, -94.100431 30.094516000000006, -94.101721 30.092830000000024, -94.101849 30.086125999999997)"
baytown,channelview,"LINESTRING (-94.97759300000001 29.735551000000005, -94.977936 29.736756000000003, -94.984218 29.743824999999987, -94.990949 29.753585000000008, -95.003088 29.76044999999999, -95.021393 29.778380000000006, -95.044395 29.788268999999985, -95.050017 29.791335999999983, -95.056858 29.79085099999998, -95.06701300000002 29.79509999999998, -95.072052 29.79513800000001, -95.0824 29.791537999999985, -95.094457 29.789423999999993, -95.106624 29.785421000000028, -95.10660900000002 29.783041999999984, -95.10539 29.78137200000001, -95.114654 29.776139999999984)"
brownsville,corpusChristi,"LINESTRING (-97.488956 25.913883999999996, -97.534191 26.03089700000001, -97.60253 26.1082, -97.71460200000001 26.18239700000002, -97.722232 26.238383000000013, -97.780662 26.321319999999996, -97.766479 26.604908000000012, -97.79514300000001 26.980133000000006, -97.788699 27.224476000000006, -97.857971 27.448668000000012, -97.839583 27.531813, -97.782595 27.592755999999994, -97.72166500000002 27.57587799999998, -97.453901 27.586528999999995, -97.454692 27.688672000000015, -97.41676 27.768607, -97.403232 27.7634)"
theWoodlands,centerville,"LINESTRING (-95.504517 30.17364699999998, -95.482052 30.189921000000012, -95.481911 30.204182999999972, -95.45578 30.207294999999995, -95.456553 30.275840000000006, -95.483783 30.350972999999975, -95.495197 30.436335000000014, -95.490915 30.519439000000006, -95.511189 30.660941, -95.582898 30.73240700000001, -95.676492 30.794044000000003, -95.789441 30.90907199999998, -95.875378 30.958628000000008, -95.90018000000002 30.98369000000001, -95.943806 31.04303600000003, -95.975773 31.123205000000006, -95.996705 31.211566, -95.987848 31.25602100000001, -95.978528 31.257975999999974)"
deerPark,pearland,"LINESTRING (-95.123815 29.70522800000001, -95.123806 29.699880000000018, -95.153858 29.701704000000017, -95.15395 29.687620000000013, -95.156341 29.678730999999992, -95.156225 29.650277000000003, -95.158797 29.64201500000001, -95.17465 29.62693199999999, -95.191509 29.616734999999988, -95.210179 29.603245999999995, -95.21701 29.601166999999993, -95.286325 29.600604, -95.286376 29.563979000000014)"
sonora,midland,"LINESTRING (-100.643031 30.566985999999986, -100.657449 30.583683, -100.748472 30.616619, -100.835021 30.620815999999987, -100.952245 30.662075000000005, -101.125311 30.702953000000008, -101.1637 30.710718000000007, -101.2015 30.706205999999995, -101.195155 30.749633999999986, -101.26797 30.785514999999975, -101.414419 30.908832999999984, -101.4607 30.917166999999985, -101.467378 31.191704000000016, -101.661466 31.23158899999997, -101.898684 31.237401000000006, -101.933158 31.226129000000014, -101.944415 31.248406, -101.936096 31.48565700000001, -102.025909 31.763394000000027, -102.02809100000002 31.82580400000001, -102.07795 31.997434000000005)"
theWoodlands,houston,"LINESTRING (-95.504517 30.17364699999998, -95.503566 30.164579000000007, -95.486886 30.155213999999994, -95.44926 30.154366999999997, -95.43589 30.108086, -95.437229 30.08113300000002, -95.427856 30.009828000000017, -95.412147 29.93429600000001, -95.411901 29.876857000000015, -95.37405400000002 29.810058000000023, -95.365773 29.769759, -95.372114 29.761940000000006, -95.36786300000001 29.758731)"
baytown,sanJacinto,"LINESTRING (-94.97759300000001 29.735551000000005, -95.021393 29.778380000000006, -95.067298 29.795181000000028, -95.15414000000001 29.772528999999967, -95.165374 29.81858400000001, -95.202787 29.89032700000002, -95.201572 29.928146000000005, -95.29394 29.941825000000012, -95.225816 30.139103000000006, -95.112058 30.303529000000008, -95.089409 30.352280000000004, -95.116388 30.42535600000002, -95.151493 30.428629, -95.185225 30.464375999999984, -95.19257100000002 30.509218000000004)"
collegeStation,austin,"LINESTRING (-96.30714 30.595494999999985, -96.34455900000002 30.58639900000002, -96.36318 30.602676000000006, -96.387636 30.593148000000017, -96.468601 30.650113999999995, -96.540214 30.63609, -96.552486 30.613913999999998, -96.65844 30.571230999999994, -96.722209 30.519658000000007, -96.795326 30.444099, -96.826337 30.397039999999993, -96.947431 30.30915999999997, -96.963256 30.273726000000018, -96.99323 30.241843000000006, -97.014456 30.233918000000006, -97.066643 30.232672000000022, -97.146088 30.214329000000017, -97.221377 30.246649999999992, -97.257628 30.29387200000002, -97.286477 30.29832899999999, -97.390116 30.352121999999994, -97.559248 30.34876500000001, -97.62047 30.331314000000003, -97.705512 30.322555999999988, -97.734343 30.267745000000016, -97.743783 30.270907999999977)"
fortWorth,killeen,"LINESTRING (-97.332623 32.75299599999999, -97.318698 32.55124600000002, -97.208734 32.389026999999984, -97.093524 32.05583400000002, -97.119466 31.967472999999984, -97.081434 31.877400999999985, -97.102822 31.792002999999994, -97.095941 31.627127999999995, -97.226595 31.330232000000013, -97.362613 31.099250000000012, -97.468794 31.046421999999982, -97.554945 31.055650999999987, -97.727839 31.11700699999999)"
sugarLand,houston,"LINESTRING (-95.634985 29.619828999999996, -95.603028 29.626206000000014, -95.602905 29.623269000000022, -95.60124600000002 29.621198, -95.53553 29.681666000000007, -95.52741 29.691583000000005, -95.4897 29.724728000000013, -95.46785700000001 29.726071, -95.456093 29.729884999999978, -95.440329 29.728742999999994, -95.388036 29.732038999999997, -95.382511 29.737898000000015, -95.381626 29.740675, -95.366923 29.759265, -95.367789 29.759790999999993, -95.36786300000001 29.758731)"
collegeStation,killeen,"LINESTRING (-96.30714 30.595494999999985, -96.289458 30.603023999999998, -96.290768 30.612029000000007, -96.351838 30.69065600000001, -96.386054 30.719355999999994, -96.415087 30.720450000000007, -96.48182 30.76443399999999, -96.536237 30.830189, -96.591714 30.876739999999998, -96.62066400000002 30.845378000000007, -96.68005 30.817709999999995, -96.722636 30.784234999999992, -96.768349 30.81619200000001, -96.822266 30.80386899999999, -96.942361 30.831578999999994, -96.98909000000002 30.856722000000005, -97.07794 30.849285999999996, -97.106775 30.857158000000005, -97.245544 30.94538299999999, -97.31376400000002 31.025246000000003, -97.416377 31.041658, -97.446777 31.057177000000017, -97.468551 31.046425000000003, -97.554615 31.05556200000001, -97.68886600000002 31.095563999999996, -97.727839 31.11700699999999)"
odessa,elPaso,"LINESTRING (-102.367677 31.845699999999972, -102.87694200000001 31.579295999999992, -103.327759 31.475238000000008, -103.398096 31.419714000000006, -103.49842 31.39589000000001, -103.556289 31.406481000000017, -103.741816 31.339833, -103.854305 31.269380999999996, -104.070459 31.083911, -104.159029 31.060793999999998, -104.413745 31.073787000000006, -104.84556 31.035797000000006, -104.902165 31.039231000000004, -105.48418800000002 31.217688, -105.531173 31.19327000000001, -105.710042 31.178399999999996, -105.92402200000001 31.381267000000005, -106.12071600000002 31.50691, -106.32421 31.739334000000024, -106.400639 31.78218500000001, -106.446515 31.767929, -106.441113 31.786562000000007)"
pearland,sugarLand,"LINESTRING (-95.286376 29.563979000000014, -95.286325 29.600604, -95.345848 29.600218000000012, -95.359401 29.598173000000006, -95.454564 29.596696999999995, -95.46049 29.598283999999985, -95.509975 29.621280999999996, -95.517741 29.626768000000016, -95.549409 29.61541700000001, -95.557975 29.616348999999992, -95.581167 29.626915000000018, -95.588265 29.628623999999988, -95.634985 29.619828999999996)"
pasadena,deerPark,"LINESTRING (-95.209285 29.69106700000001, -95.209548 29.711119000000007, -95.195693 29.712125000000004, -95.19252 29.712710000000005, -95.18956 29.712865000000022, -95.149037 29.711799, -95.133732 29.711037, -95.12408 29.711127000000012, -95.123929 29.705046, -95.123815 29.70522800000001)"
sanAngelo,sonora,"LINESTRING (-100.440481 31.464924999999997, -100.433681 31.356576, -100.511358 31.172370999999995, -100.51213 31.059853000000018, -100.573328 30.986897000000003, -100.585301 30.879841000000003, -100.621655 30.837495000000008, -100.62165 30.753673000000017, -100.646863 30.67154300000002, -100.63636 30.615254000000014, -100.65198 30.575202999999995, -100.643031 30.566985999999986)"
montBelvieu,laPorte,"LINESTRING (-94.890783 29.847938000000003, -94.895436 29.847546999999995, -94.89492 29.83619399999999, -94.904625 29.80062700000002, -94.91052700000002 29.79027200000003, -94.914898 29.772183000000005, -94.92439900000001 29.76139900000001, -94.930446 29.757582000000006, -94.963219 29.750538000000002, -94.981026 29.74984300000001, -94.98558 29.74758500000001, -94.994482 29.735076999999993, -94.99146 29.725550000000013, -94.99306800000001 29.72154300000001, -94.998983 29.715307000000003, -95.013034 29.706823000000018, -95.026718 29.695766000000006, -95.029786 29.691920999999994, -95.029764 29.66528400000001, -95.01933 29.665777000000006)"
brazoria,sugarLand,"LINESTRING (-95.49952000000002 29.181846000000014, -95.478455 29.195923000000008, -95.461209 29.247597000000013, -95.45325 29.24787700000001, -95.42608 29.299470000000014, -95.42698 29.443041999999995, -95.400252 29.482322, -95.436832 29.49480199999999, -95.505845 29.530606, -95.544731 29.54081600000001, -95.572476 29.573527000000002, -95.594038 29.58819100000001, -95.634672 29.603345000000004, -95.634985 29.619828999999996)"
fortWorth,dallas,"LINESTRING (-97.332623 32.75299599999999, -97.321564 32.75665900000001, -97.30856 32.74725200000001, -97.279451 32.75030300000002, -97.262865 32.75769300000002, -97.238811 32.760539000000016, -96.99160800000001 32.75839800000001, -96.886959 32.767683000000005, -96.860595 32.766904, -96.846147 32.763781, -96.814872 32.770398, -96.80366 32.76623099999999, -96.796142 32.773834000000015, -96.796749 32.775945)"
collegeStation,sanAntonio,"LINESTRING (-96.30714 30.595494999999985, -96.34455900000002 30.58639900000002, -96.36318 30.602676000000006, -96.387636 30.593148000000017, -96.468601 30.650113999999995, -96.535996 30.638122999999993, -96.552486 30.613913999999998, -96.65844 30.571230999999994, -96.722209 30.519658000000007, -96.795326 30.444099, -96.826337 30.397039999999993, -96.948843 30.307846000000012, -96.962918 30.274178999999997, -96.994176 30.241242999999994, -97.141272 30.214090000000006, -97.174331 30.178768, -97.307957 30.105432999999998, -97.436832 30.109853, -97.491989 30.08735699999998, -97.546829 30.084177, -97.689253 30.027601000000008, -97.672206 29.942208000000004, -97.677923 29.919784999999994, -97.711872 29.89304000000001, -97.707681 29.86395499999999, -97.732471 29.837191000000015, -97.77565100000001 29.804452, -97.793669 29.776846000000013, -97.881253 29.717953000000005, -97.869015 29.68122500000001, -97.886677 29.655422999999992, -97.879335 29.608821, -97.971099 29.598783, -98.045937 29.54922299999998, -98.434958 29.42065800000002, -98.495383 29.424529999999994)"
abilene,dallas,"LINESTRING (-99.747886 32.44645199999999, -99.682526 32.445906999999984, -99.677418 32.460511999999994, -99.627467 32.43606700000002, -99.2143 32.37015399999999, -98.834201 32.375488000000004, -98.621867 32.47563300000001, -98.372783 32.513229, -98.228545 32.568517000000014, -98.17028000000002 32.57318299999998, -97.997589 32.687757, -97.885123 32.726198999999994, -97.798233 32.72715699999999, -97.70003 32.755053, -97.524273 32.720491999999986, -97.240176 32.76046899999999, -96.796749 32.775945)"
lubbock,abilene,"LINESTRING (-101.879121 33.563524, -101.855367 33.56332299999998, -101.844503 33.53762499999999, -101.777232 33.519105999999994, -101.672112 33.46095399999999, -101.66226300000001 33.43137100000001, -101.556659 33.359562999999994, -101.436311 33.219423000000006, -101.37601600000002 33.19809, -101.369723 33.17768000000001, -101.247175 33.09243, -101.162889 33.00286199999999, -101.10421 32.978001, -101.059332 32.917074, -101.051878 32.88079700000002, -100.986926 32.83278899999996, -100.921141 32.74137000000001, -100.883313 32.72021299999999, -100.857144 32.68945900000001, -100.811964 32.67797099999999, -100.779606 32.654880000000006, -100.720081 32.574284000000006, -100.610679 32.47513299999999, -100.508195 32.4457, -100.465153 32.45353000000001, -100.412266 32.447499, -100.391921 32.452051999999995, -100.365053 32.481107000000016, -100.307651 32.493767, -100.200038 32.48497800000002, -100.126324 32.495773999999976, -100.106317 32.48553100000001, -100.002903 32.47633, -99.926842 32.459186999999986, -99.747886 32.44645199999999)"
baytown,deerPark,"LINESTRING (-94.97759300000001 29.735551000000005, -94.978437 29.734915000000015, -94.978189 29.733648000000006, -94.979079 29.732608999999993, -94.978397 29.726574, -94.980797 29.714703999999983, -94.984121 29.713658000000002, -95.001877 29.713670999999994, -95.012107 29.70752400000002, -95.026718 29.695766000000006, -95.029169 29.693067999999997, -95.031322 29.689281999999995, -95.033031 29.688417000000012, -95.037691 29.688105000000004, -95.04058700000002 29.68858399999999, -95.114091 29.711156000000006, -95.124091 29.711719000000013, -95.123815 29.70522800000001)"
pasadena,channelview,"LINESTRING (-95.209285 29.69106700000001, -95.209603 29.714364, -95.211689 29.714434999999995, -95.211715 29.71711699999999, -95.21109 29.718104999999998, -95.211776 29.719383999999998, -95.211912 29.731213999999998, -95.211308 29.732806999999994, -95.21210600000002 29.735016, -95.213525 29.770238000000017, -95.199738 29.77146200000001, -95.181579 29.770392000000005, -95.155029 29.770948000000015, -95.124559 29.777738999999997, -95.124506 29.776973000000016, -95.114583 29.777060000000002, -95.113913 29.776148000000017, -95.114654 29.776139999999984)"
chocolateBay,brazoria,"LINESTRING (-96.621653 28.584268999999992, -96.622571 28.595344, -96.631468 28.60655400000001, -96.621827 28.613984999999996, -96.626496 28.620809000000012, -96.621552 28.632467000000005, -96.575528 28.666472000000006, -96.44014 28.73133800000001, -96.392446 28.73968899999999, -96.366402 28.72685900000001, -96.345469 28.762386999999997, -96.284981 28.818776000000003, -96.252222 28.868349000000002, -96.209244 28.870884999999994, -96.19202 28.882741999999986, -96.147296 28.896981000000004, -96.013172 28.984432, -95.939911 28.983047999999997, -95.90455 29.004255000000008, -95.839153 29.063413999999995, -95.772458 29.07268, -95.758912 29.08175100000002, -95.733007 29.08452500000001, -95.691344 29.097477, -95.647997 29.144588000000006, -95.610247 29.145633999999987, -95.59448800000001 29.13995399999999, -95.508649 29.149605000000008, -95.508003 29.168540999999998, -95.49952000000002 29.181846000000014)"
fortWorth,texarkana,"LINESTRING (-97.332623 32.75299599999999, -96.845763 32.763805, -96.677885 32.799174999999984, -96.330169 32.970056, -96.258024 32.987895000000016, -96.072674 33.135609, -95.593847 33.116345, -95.56148 33.14457499999999, -95.39001 33.16612300000001, -95.036617 33.158262, -94.915918 33.19985699999999, -94.785791 33.28710799999998, -94.711065 33.29929, -94.525085 33.43970699999998, -94.445407 33.475543999999985, -94.267247 33.47640200000001, -94.077288 33.44683500000002)"
sanJacinto,deerPark,"LINESTRING (-95.19257100000002 30.509218000000004, -95.185225 30.464375999999984, -95.151493 30.428629, -95.116388 30.42535600000002, -95.090187 30.35306500000003, -95.11224700000001 30.30355800000001, -95.225592 30.140142999999995, -95.295219 29.941918, -95.201404 29.927612000000018, -95.202692 29.88937700000002, -95.146302 29.759683000000006, -95.153795 29.711621000000008, -95.123815 29.70522800000001)"
sanJacinto,collegeStation,"LINESTRING (-95.19257100000002 30.509218000000004, -95.19803300000001 30.513507999999995, -95.204414 30.511037000000016, -95.206157 30.522486999999984, -95.217979 30.52523799999999, -95.235021 30.54266300000001, -95.238821 30.56112799999999, -95.29711000000002 30.543121999999986, -95.33283 30.52417000000001, -95.386013 30.523048000000003, -95.456085 30.535493, -95.468914 30.531517, -95.483592 30.537605999999997, -95.495577 30.546271, -95.501704 30.56416400000001, -95.511189 30.660941, -95.520808 30.676864, -95.552371 30.693864000000023, -95.569034 30.71830599999999, -95.586347 30.717269, -95.617073 30.700773999999992, -95.703349 30.68452299999999, -95.74992 30.684149000000026, -95.833735 30.658186999999995, -95.881276 30.62794, -95.886851 30.613799, -95.91678300000001 30.599537999999992, -95.93679900000001 30.58394900000003, -96.031312 30.595614000000005, -96.088113 30.59467499999999, -96.10787 30.602072999999997, -96.136835 30.60505100000001, -96.172492 30.603530999999997, -96.203622 30.62180700000001, -96.223767 30.589365999999973, -96.257245 30.559833000000022, -96.301052 30.60084399999999, -96.30714 30.595494999999985)"
texasCity,leagueCity,"LINESTRING (-94.917544 29.395026000000016, -94.91620600000002 29.395031000000007, -94.916196 29.393368999999993, -94.92563 29.393285999999996, -94.932259 29.395237999999985, -94.989952 29.396491, -94.987555 29.397752000000022, -95.036465 29.450205999999987, -95.050867 29.459753999999975, -95.094971 29.507551999999986)"
waco,dallas,"LINESTRING (-97.146778 31.549416999999995, -97.10913 31.584787000000013, -97.095472 31.629062000000012, -97.102669 31.791805, -97.081265 31.877232999999997, -97.11901 31.96884499999999, -97.095697 32.00415200000002, -97.091649 32.056627000000006, -96.93771200000002 32.14477599999999, -96.910499 32.17432099999999, -96.876698 32.242174000000006, -96.85443 32.34845899999999, -96.872207 32.412110999999996, -96.822087 32.50098499999998, -96.829718 32.71218099999999, -96.796749 32.775945)"
sanAngelo,abilene,"LINESTRING (-100.440481 31.464924999999997, -100.429196 31.475275, -100.388932 31.47900299999999, -100.369481 31.499719000000002, -100.368484 31.575791, -100.285593 31.738744999999998, -100.292538 31.881457000000005, -100.277107 31.938759, -100.275409 32.016629, -100.20827 32.070572, -100.126983 32.09718400000001, -100.086708 32.18166000000001, -100.04805 32.22053500000001, -99.922729 32.285736000000014, -99.89039100000001 32.338913000000005, -99.782039 32.430638, -99.747948 32.432162000000005, -99.747886 32.44645199999999)"
odessa,sonora,"LINESTRING (-102.367677 31.845699999999972, -102.354867 31.826282, -102.370902 31.782781999999997, -102.32885 31.647345, -102.328229 31.599392999999992, -102.361288 31.487126999999994, -102.362386 31.435606000000003, -102.348278 31.390748999999996, -102.351971 31.299104999999997, -102.308916 31.196500000000004, -102.22881 31.144721, -102.111338 30.965896, -102.070268 30.94014100000002, -102.041913 30.905337999999993, -102.09521 30.867766000000028, -102.008689 30.825369999999978, -101.939619 30.766835000000004, -101.841836 30.73904599999997, -101.797363 30.714255999999995, -101.693813 30.747282000000013, -101.541074 30.725903000000017, -101.508971 30.703447000000004, -101.326833 30.677193000000006, -101.160515 30.71018900000002, -100.951448 30.661551999999993, -100.83489400000002 30.620473999999987, -100.748135 30.616220000000006, -100.66829 30.58764100000001, -100.643031 30.566985999999986)"
killeen,austin,"LINESTRING (-97.727839 31.11700699999999, -97.742943 31.120759999999994, -97.765493 31.061619000000004, -97.752258 31.00891299999999, -97.786226 30.955452, -97.80184 30.885198, -97.757944 30.77183200000001, -97.720552 30.757004000000023, -97.653191 30.70215100000001, -97.69194100000001 30.630837, -97.691971 30.533728999999997, -97.666321 30.45461, -97.671875 30.39134999999999, -97.734343 30.267745000000016, -97.743783 30.270907999999977)"
pearland,houston,"LINESTRING (-95.286376 29.563979000000014, -95.28554300000002 29.630903999999983, -95.288852 29.63861199999999, -95.29199400000002 29.699487000000005, -95.373008 29.750573000000003, -95.374602 29.75761200000001, -95.372097 29.76359800000001, -95.367184 29.76053799999999, -95.36786300000001 29.758731)"
wichitaFalls,dallas,"LINESTRING (-98.501791 33.90045599999999, -98.478704 33.884613000000016, -98.43365 33.885233, -98.343873 33.867798999999984, -98.222845 33.819966999999984, -98.21526200000001 33.806922999999976, -98.13051600000001 33.766208, -98.087911 33.696259000000005, -98.040236 33.649046999999996, -97.904732 33.58316899999998, -97.829615 33.532774, -97.774596 33.45029400000001, -97.70997 33.37744799999999, -97.703401 33.35418000000001, -97.68014 33.34321800000001, -97.586769 33.216680999999994, -97.50023000000002 33.14428100000001, -97.471777 33.101881, -97.475778 33.04803400000001, -97.438594 33.036836000000015, -97.325547 33.03499600000001, -97.224917 33.01351400000001, -97.21585800000001 33.000157, -97.171787 32.986167000000016, -97.15468800000001 32.962860999999975, -97.102851 32.94101600000001, -97.0871 32.92424599999998, -97.032746 32.929632, -96.9509 32.88360299999999, -96.903351 32.83621599999998, -96.816659 32.797117000000014, -96.812968 32.776177000000004, -96.796749 32.775945)"
amarillo,abilene,"LINESTRING (-101.833821 35.207234, -101.909373 35.117388999999996, -101.918975 35.024045, -101.849058 34.942867000000014, -101.84751 34.721275, -101.793757 34.57995599999999, -101.776662 34.383216000000004, -101.708721 34.241466000000024, -101.749952 34.19607700000001, -101.750388 34.12930300000001, -101.841495 34.071482, -101.853809 34.045395000000006, -101.843048 33.61754100000003, -101.788715 33.59733700000002, -101.793502 33.53569499999999, -101.672112 33.46095399999999, -101.661833 33.43097599999997, -101.556659 33.359562999999994, -101.436311 33.219423000000006, -101.37601600000002 33.19809, -101.162889 33.00286199999999, -101.10421 32.978001, -101.051878 32.88079700000002, -100.986926 32.83278899999996, -100.921141 32.74137000000001, -100.779606 32.654880000000006, -100.610679 32.47513299999999, -100.508195 32.4457, -100.412266 32.447499, -100.307651 32.493767, -100.126324 32.495773999999976, -99.747886 32.44645199999999)"
lubbock,odessa,"LINESTRING (-101.879121 33.563524, -101.845649 33.563312999999994, -101.844207 33.456596999999995, -101.806724 33.37074700000001, -101.807224 33.005652, -101.95123100000002 32.750225999999984, -101.926992 32.707264, -101.959202 32.69058599999999, -102.035191 32.52412999999998, -102.172399 32.329275000000024, -102.096992 32.09656199999999, -102.166629 32.08028400000003, -102.25021600000001 32.022586999999994, -102.252504 31.97086, -102.31792500000002 31.896744999999985, -102.311187 31.873704000000004, -102.367677 31.845699999999972)"
amarillo,wichitaFalls,"LINESTRING (-101.833821 35.207234, -101.581231 35.178528, -101.40309 35.127276000000016, -101.220923 35.041527000000016, -101.093949 35.030179000000004, -100.866437 34.92805400000002, -100.653954 34.86295199999999, -100.48860500000002 34.68219400000002, -100.464673 34.599627999999996, -100.435456 34.578966, -100.43770000000002 34.540445999999996, -100.256714 34.443912, -99.778406 34.293665999999995, -99.471532 34.249117000000005, -99.310241 34.161276, -99.140256 34.134013999999986, -98.967338 34.051276, -98.906111 34.043046000000004, -98.78730600000002 33.97404199999998, -98.525786 33.94451900000001, -98.501791 33.90045599999999)"
baytown,laPorte,"LINESTRING (-94.97759300000001 29.735551000000005, -94.978437 29.734915000000015, -94.978189 29.733648000000006, -94.979079 29.732608999999993, -94.978397 29.726574, -94.980797 29.714703999999983, -94.984121 29.713658000000002, -95.001877 29.713670999999994, -95.013034 29.706823000000018, -95.026718 29.695766000000006, -95.02954000000001 29.69249300000001, -95.030567 29.68883499999998, -95.029528 29.671636999999997, -95.029764 29.66528400000001, -95.01933 29.665777000000006)"
elPaso,midland,"LINESTRING (-106.441113 31.786562000000007, -106.440725 31.800507999999997, -106.440704 31.77718000000001, -106.400225 31.781857, -106.324522 31.739383, -106.120807 31.506190000000004, -105.92496800000002 31.38135999999999, -105.708583 31.177596999999963, -105.531046 31.193054999999973, -105.484449 31.217500000000012, -104.88752800000002 31.036633000000005, -104.41399 31.073448999999993, -104.158797 31.060480000000005, -104.055671 31.08733000000001, -103.854142 31.26924600000001, -103.74132 31.339827999999986, -103.55618000000001 31.406314, -103.4978 31.395753000000006, -103.39817100000002 31.419484000000033, -103.331085 31.47412100000001, -102.87652 31.57925, -102.609902 31.730677000000018, -102.425407 31.81680499999999, -102.343584 31.83098699999999, -102.26455700000001 31.886003999999996, -102.073768 31.971726000000032, -102.07795 31.997434000000005)"
