arc_start,arc_end,dist_capacity,dist_cost_capital,dist_cost_fixed,dist_cost_variable,dist_flowLimit,dist_h
laredo_demand_fuelStation,laredo_demandSector_transportationFuel_carbonSensitive,1.0,0.0,0.0,0.0,99999999.9,21.0
laredo_dist_truckLiquefied,laredo_converter_fuelDispenserLiquid,3.0,0.0,0.0,0.0,8.0,21.00122
lasCrucesL_center_lowPurity,lasCrucesL_dist_pipelineLowPurity,1.0,0.0,0.0,0.0,99999999.9,941.7375000000001
lasCrucesL_dist_pipelineLowPurity,elPaso_dist_pipelineLowPurity,1.0,93254699.33626425,13725.02504071727,9.03145,999999.0,2747.0134299999954
lasCrucesL_production_smr-noCCSExisting,lasCrucesL_center_lowPurity,1.0,0.0,0.0,0.0,99999999.9,941.7375000000001
leagueCity_center_highPurity,leagueCity_dist_pipelineHighPurity,1.0,0.0,0.0,0.0,99999999.9,40.00161999998406
leagueCity_center_lowPurity,leagueCity_converter_purification,1.0,0.0,0.0,0.0,99999999.9,40.00161999998406
leagueCity_converter_purification,leagueCity_center_highPurity,1.0,0.0,0.0,0.0,99999999.9,40.00161999998406
leagueCity_dist_pipelineHighPurity,pearland_dist_pipelineHighPurity,1.0,23309509.326951507,3430.643189847619,2.25099,999999.0,40.00162
leagueCity_dist_pipelineLowPurity,brazoria_dist_pipelineLowPurity,1.0,65748687.990480006,9676.749756167248,6.2845,999999.0,642.2036000000899
leagueCity_dist_pipelineLowPurity,leagueCity_center_lowPurity,1.0,0.0,0.0,0.0,99999999.9,40.00161999998406
lordsburgL_center_highPurity,lordsburgL_dist_pipelineHighPurity,1.0,0.0,0.0,0.0,99999999.9,40.00162
lordsburgL_center_lowPurity,lordsburgL_converter_purification,1.0,0.0,0.0,0.0,99999999.9,40.00162
lordsburgL_center_lowPurity,lordsburgL_dist_pipelineLowPurity,1.0,0.0,0.0,0.0,99999999.9,617.7585082793748
