consumer,cons_carbonSensitive,cons_h,cons_checs,cons_price,cons_size,avoided_emissions
100467_demandSector_transportationFuel,0,9.997597254159082,0.0,12000,9.99759725415908,13
14295_demandSector_transportationFuel,0,9.99981687560588,0.0,12000,9.99981687560588,13
