consumer,cons_carbonSensitive,cons_h,cons_checs,cons_price,cons_size,avoided_emissions
102098_demandSector_transportationFuel,0,939.3046152,0.0,10000,939.3046152,13
102557_demandSector_transportationFuel,0,322.5853898,0.0,10000,322.5853898,13
102826_demandSector_transportationFuel,0,242.8751993,0.0,10000,242.8751993,13
106128_demandSector_transportationFuel,0,315.4396535,0.0,10000,315.4396535,13
13756_demandSector_transportationFuel,0,441.296823,0.0,10000,441.296823,13
99393_demandSector_transportationFuel,0,316.1694668,0.0,10000,316.1694668,13
