startHub,endHub,road_geometry
rhomeL,wichitaFalls,"LINESTRING (-97.484111 33.057093, -97.473983 33.067176, -97.471195 33.100305999999996, -97.500301 33.14479699999998, -97.586737 33.21704699999998, -97.680134 33.34363599999999, -97.70281600000001 33.35395799999999, -97.710249 33.379070000000006, -97.773669 33.449578, -97.829255 33.53285, -97.90557 33.58429800000001, -98.03997000000001 33.64912200000003, -98.087788 33.69645499999997, -98.131168 33.76760600000001, -98.214947 33.80711500000003, -98.2225 33.820032000000005, -98.343341 33.86783899999999, -98.47784500000002 33.88639999999999, -98.501791 33.90045600000001)"
willisL,centerville,"LINESTRING (-95.49838 30.436771000000007, -95.490871 30.518930000000015, -95.518175 30.67373900000002, -95.552371 30.693864000000005, -95.582898 30.732406999999984, -95.676492 30.794043999999978, -95.78944099999998 30.909072, -95.875378 30.95862799999999, -95.90018000000002 30.983689999999992, -95.943806 31.043036000000022, -95.975773 31.12320500000002, -95.996705 31.211565999999983, -95.987848 31.256020999999983, -95.97871 31.257822999999995)"
leagueCity,deerParkL,"LINESTRING (-95.094971 29.507552000000025, -95.076236 29.52271600000001, -95.028906 29.530869999999986, -95.018027 29.538085999999996, -95.023813 29.552871999999994, -95.034249 29.622761000000022, -95.029618 29.638052000000016, -95.030221 29.68713600000001, -95.084635 29.702027000000008, -95.092683 29.706924999999995)"
sanAntonio2L,sanAntonio,"LINESTRING (-98.361497 29.448124, -98.360739 29.448246000000022, -98.36072 29.445689, -98.36497 29.444091999999998, -98.395757 29.434114999999988, -98.413783 29.429517, -98.417689 29.428179000000004, -98.422005 29.424877000000006, -98.425019 29.424773000000013, -98.436908 29.420139000000006, -98.447793 29.419452999999983, -98.468241 29.419413000000002, -98.493782 29.425055999999994, -98.494605 29.425175, -98.49482700000002 29.424255999999993, -98.495383 29.42453)"
theWoodlands,clevelandL,"LINESTRING (-95.504517 30.173647000000013, -95.502478 30.172736999999994, -95.496541 30.180450000000018, -95.482505 30.189336000000008, -95.48005 30.195471999999995, -95.481911 30.204182999999986, -95.47889800000002 30.205841000000003, -95.404545 30.208609000000006, -95.382005 30.216100999999988, -95.36365600000002 30.212137999999996, -95.351473 30.214909000000006, -95.283444 30.213989000000026, -95.27558300000001 30.21707899999999, -95.238466 30.219543, -95.231936 30.216248000000007, -95.222814 30.199024000000005, -95.216903 30.193683000000007, -95.209361 30.191548000000008, -95.195409 30.194155, -95.19018899999999 30.192544999999974, -95.160617 30.240507999999995, -95.111439 30.304571000000013, -95.100224 30.324133000000018, -95.099128 30.337831999999977, -95.089401 30.352276000000007, -95.091274 30.354906000000003)"
chocolateBay,brazoria,"LINESTRING (-96.621653 28.584268999999978, -96.622571 28.595344000000004, -96.63145599999999 28.606554000000006, -96.621827 28.613985000000007, -96.626496 28.620808999999998, -96.621552 28.632467000000005, -96.575528 28.666472000000006, -96.44014 28.731337999999987, -96.392446 28.739689000000006, -96.366402 28.726858999999997, -96.345469 28.76238700000001, -96.284981 28.818776000000014, -96.252222 28.868349000000016, -96.209244 28.870884999999994, -96.19202 28.882741999999993, -96.147296 28.896980999999993, -96.013172 28.984431999999998, -95.93995400000001 28.983066999999973, -95.90455 29.004255, -95.839153 29.063413999999995, -95.772458 29.072679999999984, -95.758912 29.081751000000008, -95.733007 29.084525000000003, -95.691344 29.09747700000001, -95.647997 29.144587999999988, -95.610247 29.14563400000001, -95.59448800000001 29.139953999999996, -95.508649 29.149605, -95.508003 29.168541000000012, -95.49952000000002 29.181846)"
hillsboroL,waco,"LINESTRING (-97.09350000000002 32.00931099999999, -97.119466 31.967473000000016, -97.081434 31.877401000000006, -97.102822 31.792003, -97.100992 31.653811999999988, -97.095747 31.628149000000008, -97.11042 31.584387, -97.121907 31.578531999999985, -97.146778 31.549416999999995)"
willisL,collegeStation,"LINESTRING (-95.49838 30.436771000000007, -95.492655 30.420882000000013, -95.506371 30.418746000000006, -95.587415 30.43712199999999, -95.66193 30.434295999999968, -95.68854900000001 30.404549000000003, -95.719246 30.398511000000006, -95.72671200000002 30.38958100000001, -95.738246 30.390349000000004, -95.784854 30.359458, -95.870385 30.337192999999996, -95.88597400000002 30.336205999999994, -95.906788 30.34310199999999, -95.929901 30.360751, -95.944175 30.362137000000004, -95.995289 30.35314400000001, -96.0246 30.369485000000033, -96.066594 30.376244, -96.074529 30.401994999999978, -96.103862 30.41661500000002, -96.186816 30.496739999999996, -96.278766 30.576186999999994, -96.290243 30.592334000000005, -96.301052 30.600843999999995, -96.30714 30.595494999999985)"
troyL,hillsboroL,"LINESTRING (-97.311978 31.19118999999999, -97.226589 31.329817999999985, -97.206712 31.39939100000003, -97.136383 31.519160999999983, -97.095782 31.62698200000003, -97.102669 31.791805, -97.081265 31.877232999999997, -97.119237 31.967371999999987, -97.09350000000002 32.00931099999999)"
midlothianL,hutchinsL,"LINESTRING (-97.010923 32.48294999999999, -97.009155 32.482060000000004, -97.008876 32.48633100000003, -97.00638300000001 32.489386, -96.99267 32.49563800000001, -96.988261 32.50017400000001, -96.976069 32.531498000000006, -96.975687 32.55051299999999, -96.964655 32.57204900000002, -96.87841 32.65301600000001, -96.87588900000002 32.65307700000001, -96.858034 32.64581100000001, -96.837477 32.64232599999999, -96.801182 32.642126000000005, -96.758207 32.653504, -96.735453 32.65777800000002, -96.726547 32.661016000000004, -96.708973 32.651008, -96.695437 32.623719, -96.695963 32.62131099999999, -96.69224200000001 32.623061000000014, -96.693925 32.624157000000004)"
laPorte,leagueCity,"LINESTRING (-95.01933 29.665777, -95.02976400000001 29.665283999999996, -95.02987 29.63690399999999, -95.034418 29.623294000000005, -95.032 29.603328999999984, -95.02918 29.593144, -95.029312 29.584245999999993, -95.026146 29.563416000000014, -95.02209400000001 29.544913000000008, -95.018291 29.538070000000015, -95.027473 29.53146599999997, -95.043935 29.527067000000002, -95.07641 29.523007000000014, -95.094971 29.507552000000025)"
brazoria,pearland,"LINESTRING (-95.49952000000002 29.181846, -95.484721 29.190482, -95.471623 29.189817999999985, -95.461733 29.19729400000001, -95.449189 29.197323000000008, -95.452024 29.20006799999999, -95.452804 29.254720999999986, -95.428493 29.293957000000006, -95.424863 29.305469000000013, -95.426765 29.444406000000004, -95.421986 29.45572799999999, -95.389269 29.499111000000006, -95.386512 29.518566000000007, -95.387004 29.555663000000013, -95.369427 29.55626099999998, -95.362299 29.558852, -95.299547 29.559687999999987, -95.286387 29.563976000000014)"
fortStocktonL,vanHorn,"LINESTRING (-102.852199 30.893379000000007, -102.876973 30.907200000000014, -102.926257 30.894236999999997, -103.06424 30.901261000000005, -103.454735 30.956471000000004, -103.742154 31.008580000000006, -103.848982 31.006731999999996, -103.934612 31.044699, -103.97272 31.04906, -103.997847 31.07055000000001, -104.054318 31.090340000000023, -104.100514 31.084426000000008, -104.159029 31.060793999999998, -104.41374499999999 31.073787000000006, -104.739504 31.042879, -104.83158700000001 31.042975000000006)"
chocolateBay,weimarL,"LINESTRING (-96.621653 28.584268999999978, -96.645065 28.610178000000012, -96.712583 28.616982000000014, -97.000441 28.799221, -96.983955 29.217381000000007, -96.955535 29.423809999999996, -96.911737 29.533060999999993, -96.917882 29.586405, -96.90271200000001 29.69292300000001, -96.777269 29.690502000000006)"
sanAntonio2L,lulingL,"LINESTRING (-98.361497 29.448124, -98.360737 29.44452300000003, -98.287108 29.466713000000006, -98.04545 29.549166000000003, -97.970723 29.59859399999999, -97.916231 29.59940999999998, -97.850042 29.614438, -97.804345 29.615169000000016, -97.67187 29.651566999999993, -97.618877 29.648213999999985, -97.592062 29.653769999999998)"
bridgeportL,dentonL,"LINESTRING (-97.737864 33.221382000000006, -97.697423 33.231530000000014, -97.618427 33.23077599999999, -97.588633 33.24504900000001, -97.567441 33.240143, -97.527394 33.241392999999995, -97.506013 33.24438000000001, -97.449438 33.24576800000002, -97.412967 33.250883000000016, -97.389519 33.245563, -97.336951 33.239183999999995, -97.173516 33.22989, -97.17660400000001 33.23925400000002, -97.177428 33.263678000000006, -97.179431 33.26287800000002)"
weimarL,corpusChristi,"LINESTRING (-96.777269 29.690502000000006, -96.902724 29.693997999999997, -96.911737 29.533060999999993, -96.955535 29.423809999999996, -96.984038 29.216390000000008, -97.001883 28.837495999999998, -96.97793 28.766746999999977, -97.02955400000002 28.738207000000003, -97.046456 28.704244999999993, -97.044871 28.52119700000001, -97.27316500000002 28.31474999999999, -97.208948 28.16818800000002, -97.21739 28.065742000000004, -97.269156 27.92706800000002, -97.384386 27.833429999999986, -97.403232 27.7634)"
deerPark,sanJacinto,"LINESTRING (-95.123815 29.705227999999977, -95.123964 29.71171599999998, -95.152954 29.712649000000013, -95.146206 29.76038500000002, -95.20251299999998 29.889436000000014, -95.201153 29.92761700000001, -95.293969 29.942107000000007, -95.225816 30.139103000000016, -95.111687 30.304165000000022, -95.089401 30.352276000000007, -95.116388 30.425356000000004, -95.151493 30.428628999999994, -95.185225 30.46437600000001, -95.19257100000002 30.509218000000004)"
seguinL,sanAntonio,"LINESTRING (-98.033833 29.56044200000001, -98.045937 29.549223000000012, -98.112573 29.529054999999993, -98.25680500000001 29.476763999999996, -98.413184 29.429708000000005, -98.435182 29.420591000000016, -98.468241 29.419413000000002, -98.495383 29.42453)"
weatherfordL,wichitaFalls,"LINESTRING (-97.743123 32.74296800000001, -97.778405 32.75873000000002, -97.815829 32.75868200000002, -97.963139 32.794473, -98.082889 32.810815, -98.082855 32.85234100000001, -98.094138 32.85470199999997, -98.094228 32.874257, -98.06398 32.950048999999986, -98.065269 33.07793600000001, -98.078989 33.13660399999998, -98.14653800000002 33.196770999999984, -98.159515 33.225228999999985, -98.27101100000002 33.261915000000016, -98.349051 33.322968, -98.37294 33.427984, -98.445698 33.476977, -98.435872 33.581510999999985, -98.452965 33.63731700000001, -98.470783 33.65555400000001, -98.480978 33.724690000000024, -98.490646 33.841991, -98.477575 33.88352600000002, -98.501791 33.90045600000001)"
nataliaL,corpusChristi,"LINESTRING (-98.845767 29.18478300000001, -98.89561 29.13086700000002, -98.801091 29.03148700000001, -98.73168600000001 28.996827, -98.605075 28.957880999999986, -98.56102300000002 28.937865000000006, -98.546413 28.918339, -98.484151 28.957115999999996, -98.482436 28.94489299999999, -98.405916 28.887243000000005, -98.360829 28.81967499999999, -98.300396 28.76372399999998, -98.272931 28.686897999999996, -98.201259 28.57927300000002, -98.185512 28.524494000000004, -98.119151 28.470275, -98.026596 28.337262000000003, -97.922358 28.255798999999975, -97.808007 28.087923000000007, -97.674725 27.977832000000003, -97.637213 27.91757799999999, -97.621939 27.86373899999998, -97.493099 27.807055999999996, -97.453316 27.803434999999986, -97.43915000000001 27.78341099999998, -97.403232 27.7634)"
freeport,brazoria,"LINESTRING (-95.359698 28.954036, -95.373713 28.95795400000001, -95.37076000000002 28.97083600000001, -95.386073 29.000936999999993, -95.403064 29.00955700000002, -95.419234 29.010069999999985, -95.429343 29.013793999999997, -95.439987 29.030163, -95.45381900000001 29.040565, -95.455642 29.054200000000005, -95.451838 29.066207000000006, -95.451111 29.118634999999966, -95.452995 29.178949999999986, -95.450548 29.183825000000002, -95.464302 29.195712999999987, -95.470489 29.190163999999992, -95.484721 29.190482, -95.49952000000002 29.181846)"
sanAntonio3L,sanAntonio1L,"LINESTRING (-98.61770100000001 29.310896999999986, -98.61770100000001 29.310896999999986)"
bridgeportL,abilene,"LINESTRING (-97.737864 33.221382000000006, -97.775057 33.221774000000025, -97.830536 33.183208000000015, -97.883386 33.164439, -97.914178 33.173473999999985, -97.950131 33.160657000000015, -97.98572400000002 33.17884799999999, -98.071945 33.186306, -98.106048 33.198372, -98.135249 33.189971000000014, -98.079581 33.13582400000002, -98.065269 33.07793600000001, -98.064016 32.948755, -98.093245 32.85631100000002, -98.112817 32.82541199999999, -98.103122 32.709465000000016, -98.111972 32.684106000000014, -98.096029 32.646434, -98.110948 32.61018900000001, -98.16981100000001 32.57364200000001, -98.228634 32.56876900000004, -98.373081 32.51342199999999, -98.533033 32.49797599999997, -98.622106 32.475743, -98.643207 32.45892800000001, -98.83475100000001 32.37564299999999, -99.144677 32.379943000000004, -99.214067 32.37034799999997, -99.68832 32.44703900000002, -99.747886 32.446452)"
lordsburgL,lasCrucesL,"LINESTRING (-108.735841 32.353894, -108.741592 32.35070999999999, -108.634707 32.328295, -108.380751 32.17886600000002, -108.170224 32.21812300000003, -107.633214 32.28685199999998, -107.564593 32.27947199999999, -107.441177 32.241963, -107.390584 32.235948, -107.364111 32.24387899999999, -107.194686 32.241060000000004, -106.92148216123078 32.26947885225217)"
sanJacinto,willisL,"LINESTRING (-95.19257100000002 30.509218000000004, -95.19803300000001 30.51350800000002, -95.204414 30.511037, -95.204806 30.514765999999987, -95.207824 30.520333000000004, -95.20628 30.52252199999998, -95.210894 30.52544099999999, -95.217979 30.525238, -95.226332 30.536068, -95.235021 30.54266300000001, -95.239119 30.550942000000006, -95.238821 30.561128000000014, -95.29711000000002 30.543121999999975, -95.307392 30.53722699999999, -95.315943 30.534916000000003, -95.323982 30.528076999999996, -95.33283 30.524170000000005, -95.356003 30.526388999999998, -95.37223 30.522843000000037, -95.386013 30.523048000000003, -95.407875 30.527469999999994, -95.414808 30.526828999999996, -95.423193 30.529588999999987, -95.43273 30.529344000000016, -95.440474 30.533230000000007, -95.443879 30.533909999999988, -95.449117 30.532944000000004, -95.456085 30.535493000000017, -95.467695 30.53140400000001, -95.483592 30.537606000000014, -95.483995 30.536207999999995, -95.49688100000002 30.53500400000001, -95.494074 30.531962000000007, -95.491069 30.517321000000013, -95.49194 30.50202200000001, -95.496498 30.47212, -95.495847 30.437969, -95.49838 30.436771000000007)"
orange,portArthur,"LINESTRING (-93.903742 30.12259999999999, -93.90785 30.120614999999997, -93.907918 30.116494999999993, -93.907351 30.105180000000015, -93.903551 30.105051000000014, -93.905346 30.09852899999999, -93.902787 30.051645999999984, -93.888805 30.03957899999999, -93.869527 30.039482000000007, -93.84597 30.033823000000005, -93.845768 30.021386, -93.86728100000002 29.99952399999998, -93.876798 29.958257999999994, -93.928811 29.89881999999999)"
italy L,fairfieldL,"LINESTRING (-96.898841 32.19385100000001, -96.891103 32.18280300000001, -96.815586 32.188023, -96.807782 32.19674699999997, -96.746615 32.23002300000002, -96.730058 32.24918200000001, -96.668136 32.277848999999996, -96.639975 32.30001700000001, -96.616281 32.288775, -96.587818 32.289262, -96.56794500000001 32.296657999999994, -96.513583 32.27172099999999, -96.474319 32.200153000000014, -96.467762 32.152486, -96.445066 32.115696000000014, -96.439178 32.08521200000003, -96.452684 32.06248, -96.424473 31.985398000000018, -96.42049 31.957704000000035, -96.424542 31.932164999999983, -96.354306 31.88884500000002, -96.335611 31.869834000000026, -96.309482 31.859292000000014, -96.286472 31.835111000000015, -96.273917 31.813382000000008, -96.210489 31.761413000000005, -96.182772 31.728044)"
midland,sanAngelo,"LINESTRING (-102.07795 31.997433999999988, -102.077819 31.98907300000002, -101.62028400000001 31.863909000000007, -101.473314 31.86542100000001, -101.376729 31.84760799999999, -101.30424 31.80650200000001, -101.22109800000001 31.804547000000003, -101.153422 31.847861000000027, -101.108077 31.857354000000022, -101.040634 31.855722999999994, -101.01781400000002 31.840599000000026, -100.967796 31.835294, -100.924645 31.796411000000003, -100.840949 31.762966999999986, -100.762551 31.68524000000002, -100.714134 31.667897999999987, -100.655437 31.611796000000002, -100.56858700000001 31.566566000000005, -100.500609 31.547614999999983, -100.477967 31.49801100000001, -100.440481 31.46492500000002)"
sanAntonio2L,sanAntonio1L,"LINESTRING (-98.361497 29.448124, -98.36072 29.445689, -98.36497 29.444091999999998, -98.41727700000001 29.428050999999993, -98.422187 29.424128000000014, -98.42821 29.416386999999997, -98.445615 29.40231199999999, -98.469085 29.401523000000008, -98.473108 29.399646000000008, -98.477788 29.395375000000012, -98.481636 29.394117999999978, -98.49534 29.396209000000027, -98.510938 29.39635100000001, -98.514582 29.375179999999986, -98.525541 29.357266000000003, -98.529236 29.353343000000006, -98.600012 29.323604000000017, -98.614314 29.31188299999998, -98.61770100000001 29.310896999999986)"
hutchinsL,tyler,"LINESTRING (-96.693925 32.624157000000004, -96.724518 32.66241200000001, -96.636363 32.68736400000002, -96.623469 32.701528, -96.387364 32.69577199999999, -96.32997 32.71493799999999, -96.305009 32.71374399999998, -95.903186 32.59762599999999, -95.686661 32.51446800000003, -95.460732 32.47038900000001, -95.387505 32.46791399999998, -95.333199 32.386825, -95.331912 32.370546999999995, -95.301329 32.35928200000001, -95.300641 32.35126300000002)"
sonoraL,comfortL,"LINESTRING (-100.585832 30.57046100000003, -100.524011 30.56354300000001, -100.467241 30.545089000000015, -100.27319900000002 30.455974999999995, -100.210509 30.443249999999985, -100.013555 30.496374999999997, -99.930747 30.49978399999999, -99.898923 30.518748999999993, -99.852491 30.527758000000006, -99.78205 30.511959999999995, -99.740802 30.487126999999994, -99.709973 30.435398000000006, -99.658199 30.405084000000006, -99.624573 30.396880000000003, -99.569511 30.31809999999999, -99.543631 30.29914399999999, -99.379999 30.20400499999998, -99.243796 30.164498, -99.224913 30.128579000000006, -99.135618 30.07412499999998, -99.05698 30.067512999999995, -99.03534400000001 30.053808999999987, -99.010736 30.052160999999984, -98.929825 29.991100999999993, -98.90318 29.98203200000001)"
channelview,houston1L,"LINESTRING (-95.114654 29.776139999999998, -95.113913 29.776148000000003, -95.114666 29.777071000000028, -95.12435 29.776978000000007, -95.12438 29.77849000000001, -95.1532 29.771343000000005, -95.18226100000001 29.770613000000004, -95.199825 29.771669999999993, -95.219678 29.770440999999995, -95.23615500000001 29.773855999999974, -95.253343 29.77398700000001, -95.259555 29.775762000000014, -95.261742 29.777403000000017, -95.268848 29.794791000000004, -95.271234 29.797229000000012, -95.269763 29.799044999999982, -95.268884 29.798494)"
baytown,texasCity,"LINESTRING (-94.97759300000001 29.735551000000005, -94.979524 29.720211000000003, -94.992116 29.723902999999996, -95.000666 29.714121, -95.013978 29.70607800000001, -95.030215 29.690736999999974, -95.02987 29.63690399999999, -95.034413 29.622824000000005, -95.024779 29.555054, -95.022032 29.54410000000001, -94.970438 29.455818999999995, -94.958775 29.41138200000001, -94.952321 29.40146600000001, -94.95159 29.39525900000001, -94.917387 29.39322700000001, -94.91739 29.390298999999985)"
texasCity,leagueCity,"LINESTRING (-94.91739 29.390298999999985, -94.917387 29.39322700000001, -94.916196 29.393368999999993, -94.925843 29.393311000000022, -94.931732 29.395207000000003, -94.975389 29.39573799999999, -95.006025 29.39798999999999, -95.026724 29.403365000000008, -95.037406 29.408121999999995, -95.06927300000001 29.439493999999996, -95.080171 29.452911999999987, -95.095299 29.47197000000002, -95.113725 29.50316000000002, -95.094971 29.507552000000025)"
brownsville,corpusChristi,"LINESTRING (-97.488956 25.91388400000002, -97.534191 26.03089699999999, -97.60253 26.10820000000001, -97.71460200000001 26.182397000000005, -97.722232 26.238383000000013, -97.780662 26.32132, -97.766479 26.604908000000005, -97.79514300000001 26.980133000000002, -97.788699 27.22447600000001, -97.85839500000002 27.447911, -97.839583 27.53181299999997, -97.782595 27.59275599999999, -97.72166500000002 27.575877999999978, -97.453901 27.586529, -97.454692 27.688672000000008, -97.41676 27.768606999999996, -97.403232 27.7634)"
dallas2L,almaL,"LINESTRING (-96.83928000000002 32.64101600000001, -96.79909 32.64236200000001, -96.727123 32.661026, -96.708804 32.650816000000006, -96.659284 32.545293999999984, -96.664885 32.447276, -96.65848900000002 32.427518, -96.659812 32.41299599999999, -96.64699 32.377469999999995, -96.59839299999999 32.311780999999996, -96.543763 32.287968000000006)"
tollesonL,coachellaL,"LINESTRING (-112.239109 33.45789700000001, -112.498381 33.46238300000001, -112.624125 33.42754000000001, -113.173151 33.54186500000003, -114.075373 33.679078999999966, -114.371975 33.64819, -114.512046 33.602668000000016, -114.97986700000001 33.606291, -115.378791 33.71080100000002, -115.58306500000002 33.67367299999999, -115.807367 33.66041999999999, -116.170992 33.71740699999998)"
corpusChristi,sanAntonio,"LINESTRING (-97.403232 27.7634, -97.410584 27.798009000000015, -97.49074700000001 27.806456999999995, -97.621281 27.863371000000015, -97.674383 27.977872000000012, -97.807565 28.087899999999994, -97.922431 28.256441, -98.026909 28.338011999999992, -98.118709 28.470243000000007, -98.18609 28.525861000000006, -98.300182 28.763987000000007, -98.434154 28.911063000000006, -98.427082 29.174968999999997, -98.394934 29.298662, -98.495383 29.42453)"
fortWorthL,dallas,"LINESTRING (-97.317541 32.598567000000024, -97.32152500000001 32.61169000000002, -97.32109100000001 32.662073, -97.319148 32.666174000000005, -97.30903 32.66948399999998, -97.300886 32.66877699999998, -97.283322 32.661460000000005, -97.249523 32.66138299999998, -97.237026 32.66794399999999, -97.21695 32.66852600000001, -97.18560600000002 32.676183, -97.143872 32.67434599999998, -97.115673 32.678261000000006, -97.012977 32.67583900000001, -96.959247 32.66859199999998, -96.949237 32.67060700000001, -96.927006 32.66980000000002, -96.899622 32.66339, -96.88033 32.65415299999997, -96.87645400000001 32.654515, -96.849211 32.685189000000015, -96.844011 32.694379000000005, -96.830543 32.70639199999999, -96.82338 32.73860399999999, -96.810103 32.74757499999999, -96.809278 32.758485000000015, -96.796142 32.77383400000001, -96.796749 32.77594500000001)"
amarillo,abilene,"LINESTRING (-101.833821 35.20723400000001, -101.841308 35.178548000000035, -101.909065 35.118060000000014, -101.918975 35.024045000000015, -101.849058 34.94286700000001, -101.84751 34.721274999999984, -101.793757 34.57995600000001, -101.776662 34.38321599999999, -101.708721 34.241465999999996, -101.749952 34.196077, -101.750388 34.129303, -101.841495 34.071482, -101.853809 34.045395, -101.843048 33.617540999999996, -101.788715 33.59733700000001, -101.793502 33.535695000000004, -101.672112 33.460954000000015, -101.661833 33.43097600000001, -101.556659 33.359562999999994, -101.436311 33.219423, -101.37601600000002 33.198090000000015, -101.162889 33.002862000000015, -101.10421 32.97800099999999, -101.051878 32.88079700000001, -100.986926 32.832789000000005, -100.921141 32.74137, -100.779606 32.65488000000002, -100.610679 32.47513299999999, -100.508195 32.4457, -100.412266 32.447498999999986, -100.307651 32.49376699999998, -100.126324 32.49577399999999, -99.747886 32.446452)"
channelview,pasadena,"LINESTRING (-95.114654 29.776139999999998, -95.113913 29.776148000000003, -95.114666 29.777071000000028, -95.12435 29.776978000000007, -95.12438 29.77849000000001, -95.154953 29.77116899999999, -95.18226100000001 29.770613000000004, -95.203947 29.771794999999997, -95.21386 29.77099000000001, -95.212142 29.733754999999995, -95.212661 29.73273800000001, -95.211912 29.73121399999998, -95.211776 29.719384000000023, -95.212445 29.718159, -95.211715 29.717117000000002, -95.211397 29.69140600000001, -95.211269 29.690797999999987, -95.209285 29.691066999999993)"
elPasoL,elPaso,"LINESTRING (-106.237254 31.659562000000008, -106.238471 31.658877000000015, -106.245866 31.667831000000007, -106.290916 31.707290000000004, -106.32771 31.741818999999996, -106.371134 31.768700999999986, -106.400639 31.782184999999995, -106.414333 31.781607000000008, -106.422001 31.777980000000003, -106.426198 31.768697000000014, -106.446515 31.76792900000002, -106.444536 31.774570000000008, -106.441405 31.779057, -106.441113 31.786562000000014)"
sonora,sanAngelo,"LINESTRING (-100.643031 30.566986000000018, -100.651654 30.57535000000001, -100.636381 30.616076000000003, -100.646863 30.671543000000007, -100.62165 30.754047000000025, -100.621622 30.837495000000008, -100.585321 30.879994000000014, -100.573732 30.986089, -100.51231200000001 31.059469999999997, -100.511358 31.17237100000003, -100.433681 31.356576000000008, -100.440481 31.46492500000002)"
channelview,deerParkL,"LINESTRING (-95.114654 29.776139999999998, -95.113913 29.776148000000003, -95.114666 29.777071000000028, -95.12435 29.776978000000007, -95.12438 29.77849000000001, -95.149442 29.772369, -95.151483 29.770943, -95.15157 29.768849000000003, -95.148313 29.76495700000002, -95.146479 29.760318999999996, -95.14575500000001 29.739862999999993, -95.147905 29.721787000000006, -95.148792 29.719996999999992, -95.153406 29.714807999999994, -95.153795 29.711620999999987, -95.116502 29.711049000000017, -95.100696 29.70676000000001, -95.093197 29.704103, -95.091827 29.707583000000007, -95.092383 29.707668999999996, -95.092683 29.706924999999995)"
fairfieldL,tyler,"LINESTRING (-96.182772 31.728044, -96.15134 31.724980000000027, -96.08985400000002 31.699643999999978, -96.054835 31.695144999999982, -96.019198 31.679552000000005, -95.979691 31.676492000000003, -95.8486 31.64763500000003, -95.798947 31.647051999999995, -95.763961 31.654359000000007, -95.713919 31.70797500000001, -95.654268 31.745799999999992, -95.65891100000002 31.753292, -95.65600800000001 31.771443000000016, -95.64114700000002 31.780971000000005, -95.623431 31.78091999999998, -95.608871 31.810942000000015, -95.589781 31.833862000000014, -95.579488 31.86101399999998, -95.547005 31.898281000000015, -95.529175 31.95902700000001, -95.522276 32.027976000000024, -95.506322 32.048495, -95.479751 32.139195000000015, -95.45806 32.15426599999999, -95.452116 32.173180000000016, -95.419185 32.21015999999999, -95.40810800000001 32.233807, -95.373431 32.27192500000003, -95.311283 32.332252, -95.300691 32.33102499999999, -95.300641 32.35126300000002)"
hutchinsL,almaL,"LINESTRING (-96.693925 32.624157000000004, -96.69224200000001 32.623061000000014, -96.696133 32.621642, -96.67629400000001 32.58550700000001, -96.659284 32.545293999999984, -96.664371 32.484535, -96.66108 32.470828000000004, -96.664885 32.447276, -96.65848900000002 32.427518, -96.659812 32.41299599999999, -96.647068 32.377641999999994, -96.59839299999999 32.311780999999996, -96.545762 32.286461000000024, -96.543763 32.287968000000006)"
sanAntonio2L,austin,"LINESTRING (-98.361497 29.448124, -98.387262 29.437392999999986, -98.40324 29.450005000000008, -98.389015 29.533525999999995, -98.143498 29.681935000000003, -98.096405 29.69780500000002, -98.020031 29.796559000000023, -97.903569 29.90262899999998, -97.879079 29.94978400000001, -97.87000500000002 29.996360000000006, -97.787973 30.163491, -97.73518700000001 30.243797000000008, -97.733509 30.267506000000004, -97.743783 30.27090799999999)"
hutchinsL,dallas1L,"LINESTRING (-96.693925 32.624157000000004, -96.694201 32.62401799999999, -96.69331900000002 32.62326300000001, -96.694126 32.622887, -96.696962 32.627807, -96.708531 32.650722999999985, -96.710998 32.652848000000006, -96.720814 32.658009, -96.725021 32.66134499999999, -96.725993 32.66169100000001, -96.72821 32.661755, -96.731022 32.65996000000002, -96.734454 32.65835500000001, -96.744781 32.65631, -96.749571 32.655921000000006, -96.754425 32.655005, -96.754734 32.655924999999996)"
montBelvieu,baytown,"LINESTRING (-94.890783 29.847937999999996, -94.895436 29.847546999999995, -94.89492 29.836193999999995, -94.904625 29.800626999999995, -94.91052700000002 29.790272000000012, -94.914898 29.772182999999988, -94.92439900000001 29.761398999999997, -94.930446 29.75758199999998, -94.963219 29.750538000000002, -94.977104 29.75040899999999, -94.977267 29.74543700000001, -94.98138 29.740441999999994, -94.97759300000001 29.735551000000005)"
sugarLand,wallerL,"LINESTRING (-95.634985 29.619829000000006, -95.684141 29.601706999999998, -95.713761 29.657364999999995, -95.742393 29.662844000000003, -95.76563 29.68124000000001, -95.77528 29.697919999999996, -95.775284 29.802309999999977, -95.756096 29.843173999999994, -95.75823 29.902973000000003, -95.769567 29.947531000000016, -95.76899800000001 29.998536000000012, -95.835905 30.024366, -95.845636 30.034223999999995, -95.905416 30.064235000000014)"
pasadena,houston2L,"LINESTRING (-95.209285 29.691066999999993, -95.20955500000001 29.711506999999994, -95.217043 29.711093000000012, -95.228816 29.707505000000022, -95.244866 29.706032, -95.267123 29.70938100000001, -95.28359800000001 29.699043999999983, -95.28937 29.698339999999998, -95.358333 29.742687000000004, -95.37282 29.750439000000007, -95.374511 29.75288, -95.374381 29.758519999999987, -95.372589 29.761916999999997, -95.36738600000001 29.764971999999997, -95.365058 29.770229000000008, -95.367961 29.776233, -95.368627 29.784083999999996, -95.37158399999998 29.789082000000008, -95.371346 29.798136000000017, -95.369069 29.79817300000002, -95.369721 29.79725300000002)"
