type,hub,capacity_tonPerDay,fixed_usdPerTonPerDay,capital_usdPerTonPerDay,kWh_perTon,ng_mmbtu_per_tonH2,variable_usdPerTon,co2_emissions_per_h2_tons,can_ccs1,can_ccs2,utilization,water_L_perTon,loss_percent
smr-high,jeffDavisTX,200,70,3.50E+06,1912,153,90,9,1,1,0.9,6000,0.1
