startHub,endHub,road_geometry
96119,105243,"LINESTRING (-94.82467 30.988146999999994, -94.826995 30.988687, -94.827274 30.996894, -94.887369 30.99150099999998, -94.943917 30.997706000000004, -94.962896 31.00702200000001, -94.994911 31.005551000000008, -95.02147600000002 31.01260399999999, -95.030853 31.021247000000024, -95.121527 31.052864000000024, -95.163231 31.074386999999994, -95.244834 31.19446400000001, -95.26657100000001 31.19941000000002, -95.349001 31.248523000000016, -95.359901 31.257308999999992, -95.40502700000002 31.282142999999987, -95.415078 31.293776000000015, -95.440078 31.305639999999972, -95.43601000000001 31.314947000000004)"
107805,102642,"LINESTRING (-98.179006 31.054965999999993, -98.195591 30.998364, -98.237115 30.93008099999998, -98.240039 30.803707, -98.228741 30.75810900000001, -98.34626400000002 30.76786599999999, -98.422291 30.739933000000004, -98.504976 30.732548, -98.565179 30.781692000000003, -98.620429 30.760375000000007, -98.757339 30.769323999999994, -98.79314 30.766309000000025, -98.846641 30.745802999999995, -98.951438 30.737493000000008, -99.170729 30.739231999999987, -99.232896 30.748971999999988, -99.245437 30.763313000000018, -99.31203 30.779941999999988, -99.343164 30.760452, -99.465988 30.76537500000001, -99.517669 30.716806000000016, -99.576093 30.679756000000022, -99.637415 30.575505, -99.699771 30.52554599999999, -99.768395 30.520248999999996, -99.775894 30.507116)"
4287,4248,"LINESTRING (-114.07005900000001 35.19073999999999, -114.11717 35.106417, -114.155289 34.900535, -114.14925 34.809968, -114.245886 34.73942700000002, -114.31670000000001 34.730179, -114.303543 34.68592100000001, -114.369704 34.592126999999984, -114.34712499999999 34.475146999999986, -114.323549 34.453423, -114.273936 34.45726100000002, -114.210153 34.42815900000002, -114.093517 34.302154, -114.129877 34.29262000000001, -114.12997600000001 34.25859799999999, -114.16090600000001 34.254259999999995, -114.20979 34.19090699999998, -114.28915 34.150394000000006, -114.258054 34.031512000000006, -114.216937 33.99481, -114.217155 33.66667, -114.436867 33.62423599999999)"
5944,5966,"LINESTRING (-119.12298200000001 35.35191000000001, -119.123268 35.34908799999999, -119.12649799999998 35.34883400000001, -119.13607899999998 35.353687, -119.14544300000001 35.354389000000005, -119.14549400000001 35.42695400000002, -119.154344 35.436229000000004, -119.152867 35.489523999999996, -119.15947000000001 35.49493600000001, -119.170281 35.49524100000001, -119.17017100000001 35.499662, -119.161282 35.499635000000005, -119.16937 35.503583999999975, -119.18067600000002 35.51435999999999, -119.188246 35.52598400000001, -119.188 35.532212)"
71843,72064,"LINESTRING (-106.89207340526211 34.04800962547365, -106.89278932520494 34.078464525028025, -106.91840007316546 34.159615193725095, -106.92419893372116 34.21050499028142, -106.88010401486166 34.32892306374458, -106.8735720722231 34.36206209975956, -106.83787920479364 34.41898117954946, -106.82155922405643 34.41617220189918, -106.528833 34.43310699999999, -106.52090100000001 34.42877800000002, -106.511728 34.40433199999998, -106.48544 34.40547, -106.446974 34.43590800000002, -106.411583 34.42682700000001, -106.397322 34.438197, -106.38098 34.438348000000005, -106.339783 34.45145100000001, -106.296319 34.479099999999974, -106.283637 34.500071999999996, -106.24699 34.51700000000002)"
97978,95899,"LINESTRING (-96.972762 30.867987000000007, -96.99506 31.007802999999996, -96.973098 31.061413000000023, -96.980882 31.102241000000017, -97.080114 31.285908999999993, -97.081726 31.373447, -97.133177 31.524597000000014, -97.095472 31.629061999999973, -97.102669 31.791805, -97.081265 31.877232999999997, -97.119237 31.967371999999987, -97.095946 32.003414, -97.090969 32.04595700000001)"
107195,107575,"LINESTRING (-98.42881 28.994201000000018, -98.426996 29.175732000000018, -98.39478 29.252136000000004, -98.395229 29.300391999999995, -98.414117 29.32877700000002, -98.389558 29.388557000000006, -98.387491 29.435934000000017, -98.04545 29.549166000000003, -97.971727 29.598278000000015, -97.804345 29.615169000000016, -97.67187 29.651566999999993, -97.487675 29.649236000000002, -97.297085 29.66957600000001, -97.239748 29.692350000000015, -96.538944 29.691809000000006)"
102692,102507,"LINESTRING (-101.805028 32.137094000000005, -101.790987 32.14135500000001, -101.759943 32.14031000000001, -101.645509 32.181444000000006, -101.629625 32.19354599999999, -101.608157 32.199468, -101.596303 32.21043500000001, -101.572706 32.22186400000002, -101.527204 32.232731999999984, -101.509009 32.25677399999999, -101.503241 32.260551999999976, -101.471338 32.267009, -101.449375 32.260999000000005, -101.454078 32.258983)"
4039,5094,"LINESTRING (-113.953998 32.69106200000001, -113.711471 32.731667000000016, -113.493787 32.817697000000024, -113.168781 32.862739, -112.968696 32.909966000000004, -112.685286 32.95356700000003, -112.643759 33.046018, -112.651604 33.189747999999994, -112.62298400000002 33.31749300000002, -112.623278 33.42767599999997, -112.93601 33.495193000000015)"
107644,107010,"LINESTRING (-98.966009 32.09577, -98.957116 32.338354, -98.980367 32.389744000000015, -98.880445 32.487525000000005, -98.902575 32.755447999999994, -98.857874 32.75546799999999, -98.735425 32.86495900000001, -98.610687 33.10081999999999, -98.507534 33.20070400000001, -98.501289 33.28757800000001, -98.448026 33.358179, -98.457895 33.47304800000001, -98.435936 33.581990000000005, -98.470783 33.65555400000001, -98.489868 33.844122, -98.535919 33.85800000000002)"
