14295,100467
591.1419476583301,1533.2466556010413
0.0,600.4730652054843
427.7949736170188,0.0
561.9904144220126,908.3302412770392
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,65.32504639663827
0.0,301.75461964272404
0.15131037064828246,57.83034693922707
225.31596934111616,46.29590514022774
1000.7510158281356,0.0
194.56212925668729,1187.820253440842
694.7538509732614,746.9971873949404
1361.256985482592,101.22451536223464
1380.0983987362567,1164.849321185659
2381.840582436697,719.7153952379521
229.71759619039227,60.67348465267688
950.4417012927316,2503.0612166823926
